Date,samplingPoint.notation,samplingPoint.prefLabel,samplingPoint.easting,samplingPoint.northing,samplingPoint.region,samplingPoint.area,samplingPoint.subArea,samplingPoint.samplingPointStatus,samplingPoint.samplingPointType,phenomenonTime,samplingPurpose,sampleMaterialType,pH Water,Temp Water,Cond @ 25C
2020-01-23,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2020-01-23T10:35:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,8.3,NA
2020-02-11,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2020-02-11T10:01:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,7,NA
2020-12-01,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2020-12-01T10:44:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,7.8,NA
2021-01-07,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2021-01-07T11:00:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,6.4,NA
2021-02-23,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2021-02-23T10:36:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,8.9,NA
2021-05-26,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2021-05-26T11:08:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,13.1,NA
2021-07-14,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2021-07-14T10:39:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,16.1,NA
2021-09-10,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2021-09-10T10:28:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,17.3,NA
2021-12-03,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2021-12-03T10:30:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,7.4,NA
2022-01-27,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2022-01-27T09:59:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,7.9,NA
2022-02-11,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2022-02-11T10:40:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,7.1,NA
2022-05-04,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2022-05-04T10:12:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,12.9,NA
2022-07-21,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2022-07-21T10:39:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,18.8,NA
2022-09-15,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2022-09-15T10:23:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,15.4,NA
2022-12-13,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2022-12-13T11:06:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,6,NA
2023-01-24,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2023-01-24T10:20:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,7.1,NA
2023-02-13,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2023-02-13T11:05:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),ESTUARINE WATER,NA,9.2,NA
2023-05-19,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2023-05-19T11:14:00Z,MONITORING  (NATIONAL AGENCY POLICY),ESTUARINE WATER,NA,16.4,NA
2023-07-19,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2023-07-19T10:03:00Z,MONITORING  (NATIONAL AGENCY POLICY),ESTUARINE WATER,NA,19.4,NA
2023-09-13,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2023-09-13T10:07:00Z,MONITORING  (NATIONAL AGENCY POLICY),ESTUARINE WATER,NA,19.9,NA
2023-12-08,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2023-12-08T09:51:00Z,MONITORING  (NATIONAL AGENCY POLICY),ESTUARINE WATER,NA,8.9,NA
2024-01-17,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2024-01-17T09:45:00Z,MONITORING  (NATIONAL AGENCY POLICY),ESTUARINE WATER,NA,7.7,NA
2024-02-12,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2024-02-12T09:54:00Z,MONITORING  (NATIONAL AGENCY POLICY),ESTUARINE WATER,NA,8.4,NA
2024-05-02,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2024-05-02T10:37:00Z,MONITORING  (NATIONAL AGENCY POLICY),ESTUARINE WATER,NA,11.8,NA
2024-07-23,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2024-07-23T09:37:00Z,MONITORING  (NATIONAL AGENCY POLICY),ESTUARINE WATER,NA,15.6,NA
2024-09-04,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2024-09-04T09:57:00Z,MONITORING  (NATIONAL AGENCY POLICY),ESTUARINE WATER,NA,17.1,NA
2024-12-03,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2024-12-03T09:29:00Z,MONITORING  (NATIONAL AGENCY POLICY),ESTUARINE WATER,NA,9.7,NA
2025-02-18,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2025-02-18T13:21:00Z,MONITORING  (NATIONAL AGENCY POLICY),ESTUARINE WATER,NA,5.9,NA
2025-05-08,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2025-05-08T09:20:00Z,MONITORING  (NATIONAL AGENCY POLICY),ESTUARINE WATER,NA,14.4,NA
2025-07-24,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2025-07-24T09:38:00Z,MONITORING  (NATIONAL AGENCY POLICY),ESTUARINE WATER,NA,19.7,NA
2025-12-03,SO-Y0004369,RIVER MEDINA AT NEWPORT DOCKS,450200,89500,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,L&W EAST - SSD,OPEN,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,2025-12-03T11:28:00Z,MONITORING  (NATIONAL AGENCY POLICY),ESTUARINE WATER,NA,9.2,NA
2021-11-19,SO-5GWQ0550,"APSE NEW BARN FARM, NEWCHURCH, IOW",456656,83082,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,GROUNDWATER - BOREHOLE,2021-11-19T10:52:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),GROUNDWATER,NA,11.9,440
2022-07-29,SO-5GWQ0550,"APSE NEW BARN FARM, NEWCHURCH, IOW",456656,83082,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,GROUNDWATER - BOREHOLE,2022-07-29T10:17:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),GROUNDWATER,6.4,14,445
2022-10-24,SO-5GWQ0550,"APSE NEW BARN FARM, NEWCHURCH, IOW",456656,83082,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,GROUNDWATER - BOREHOLE,2022-10-24T10:19:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),GROUNDWATER,NA,12.7,442
2023-11-21,SO-5GWQ0550,"APSE NEW BARN FARM, NEWCHURCH, IOW",456656,83082,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,GROUNDWATER - BOREHOLE,2023-11-21T10:15:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),GROUNDWATER,6.5,11.4,439
2023-12-11,SO-5GWQ0550,"APSE NEW BARN FARM, NEWCHURCH, IOW",456656,83082,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,GROUNDWATER - BOREHOLE,2023-12-11T10:17:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),GROUNDWATER,6.4,11.5,435
2024-11-06,SO-5GWQ0550,"APSE NEW BARN FARM, NEWCHURCH, IOW",456656,83082,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,GROUNDWATER - BOREHOLE,2024-11-06T09:20:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),GROUNDWATER,6.2,11.9,633
2025-07-04,SO-5GWQ0550,"APSE NEW BARN FARM, NEWCHURCH, IOW",456656,83082,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,GROUNDWATER - BOREHOLE,2025-07-04T09:14:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),GROUNDWATER,6.5,13.9,551
2020-01-23,SO-Y0004418,ARRETON STREAM AT HEASLEY MANOR,454630,85780,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2020-01-23T14:42:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,7.66,7.7,592
2020-02-18,SO-Y0004418,ARRETON STREAM AT HEASLEY MANOR,454630,85780,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2020-02-18T10:50:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,7.58,8,505
2020-03-17,SO-Y0004418,ARRETON STREAM AT HEASLEY MANOR,454630,85780,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2020-03-17T11:20:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,7.54,10.3,576
2020-10-01,SO-Y0004418,ARRETON STREAM AT HEASLEY MANOR,454630,85780,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2020-10-01T10:28:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.47,13.2,563
2020-11-03,SO-Y0004418,ARRETON STREAM AT HEASLEY MANOR,454630,85780,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2020-11-03T09:55:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.42,11.1,563
2020-12-01,SO-Y0004418,ARRETON STREAM AT HEASLEY MANOR,454630,85780,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2020-12-01T14:16:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.81,9.3,612
2021-01-14,SO-Y0004418,ARRETON STREAM AT HEASLEY MANOR,454630,85780,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2021-01-14T12:08:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.49,9.2,783
2021-02-23,SO-Y0004418,ARRETON STREAM AT HEASLEY MANOR,454630,85780,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2021-02-23T12:31:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.44,9.6,590
2021-03-10,SO-Y0004418,ARRETON STREAM AT HEASLEY MANOR,454630,85780,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2021-03-10T12:36:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.66,7.7,760
2021-04-08,SO-Y0004418,ARRETON STREAM AT HEASLEY MANOR,454630,85780,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2021-04-08T12:57:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.5,10.4,614
2021-05-28,SO-Y0004418,ARRETON STREAM AT HEASLEY MANOR,454630,85780,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2021-05-28T12:00:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.42,14.2,617
2021-07-21,SO-Y0004418,ARRETON STREAM AT HEASLEY MANOR,454630,85780,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2021-07-21T13:21:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.48,18.4,621
2021-08-20,SO-Y0004418,ARRETON STREAM AT HEASLEY MANOR,454630,85780,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2021-08-20T13:05:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.5,17,610
2024-06-14,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2024-06-14T11:49:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,7.93,13.4,566
2024-07-11,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2024-07-11T11:47:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,7.65,14.5,566
2024-08-22,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2024-08-22T09:44:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,7.96,15,541
2024-09-26,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2024-09-26T12:34:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,7.86,14.5,400
2024-11-18,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2024-11-18T10:54:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,7.66,10.7,588
2024-12-12,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2024-12-12T11:44:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,7.54,8.6,539
2025-01-28,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2025-01-28T10:45:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,7.43,8,514
2025-02-26,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2025-02-26T11:40:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,7.58,7.9,570
2025-03-26,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2025-03-26T10:50:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,7.66,10.5,566
2025-04-28,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2025-04-28T13:05:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.75,12.4,414
2025-05-13,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2025-05-13T11:53:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.79,13.7,546
2025-06-18,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2025-06-18T09:17:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,8.09,14.2,512
2025-07-08,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2025-07-08T13:22:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.73,15.6,416
2025-08-29,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2025-08-29T11:47:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.88,15.5,483
2025-09-29,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2025-09-29T15:08:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.62,10.8,553
2025-10-23,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2025-10-23T11:46:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.28,11.4,704
2025-11-24,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2025-11-24T12:34:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.53,8.7,684
2025-12-05,SO-Y0004316,ATHERFIELD STREAM AT SHEPHERDS CHINE,445100,79920,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2025-12-05T10:23:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.49,8.1,691
2020-01-15,SO-Y0004507,"BLACKBRIDGE BROOK, HAVENSTREET MAIN RD, HAVENSTREET,  IOW",455693,89895,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - UNSPECIFIED,2020-01-15T15:11:00Z,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),RIVER / RUNNING SURFACE WATER,7.61,9,341
2020-02-13,SO-Y0004507,"BLACKBRIDGE BROOK, HAVENSTREET MAIN RD, HAVENSTREET,  IOW",455693,89895,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - UNSPECIFIED,2020-02-13T11:27:00Z,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),RIVER / RUNNING SURFACE WATER,7.93,7.1,332
2020-03-12,SO-Y0004507,"BLACKBRIDGE BROOK, HAVENSTREET MAIN RD, HAVENSTREET,  IOW",455693,89895,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - UNSPECIFIED,2020-03-12T10:31:00Z,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),RIVER / RUNNING SURFACE WATER,8.19,8,548
2020-01-16,SO-Y0004320,BRIGHSTONE STREAM AT BRIGHSTONE MILL,442400,82300,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2020-01-16T11:25:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,8.18,8.9,630
2020-02-06,SO-Y0004320,BRIGHSTONE STREAM AT BRIGHSTONE MILL,442400,82300,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2020-02-06T10:52:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,8.39,7.7,656
2020-03-05,SO-Y0004320,BRIGHSTONE STREAM AT BRIGHSTONE MILL,442400,82300,Southern,SOUTHERN - SOLENT AND SOUTH DOWNS,Multiple Values,OPEN,FRESHWATER - RIVERS,2020-03-05T11:41:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,7.91,7.6,339
