Date,samplingPoint.notation,samplingPoint.prefLabel,samplingPoint.easting,samplingPoint.northing,samplingPoint.region,samplingPoint.area,samplingPoint.subArea,samplingPoint.samplingPointStatus,samplingPoint.samplingPointType,phenomenonTime,samplingPurpose,sampleMaterialType,pH Water,Temp Water,Cond @ 25C
2024-08-08,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2024-08-08T09:51:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,NA,NA,1803
2024-09-04,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2024-09-04T09:53:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,NA,NA,1970
2024-10-23,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2024-10-23T11:31:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,NA,NA,1833
2024-11-20,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2024-11-20T12:41:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,NA,NA,1852
2024-12-12,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2024-12-12T12:24:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,NA,NA,1950
2025-01-27,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2025-01-27T12:52:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,NA,NA,1875
2025-02-18,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2025-02-18T13:23:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,NA,NA,1924
2025-03-18,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2025-03-18T13:59:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,NA,NA,2050
2025-04-16,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2025-04-16T12:21:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,8.64,14,1892
2025-05-19,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2025-05-19T11:36:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,9.15,17,1808
2025-06-18,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2025-06-18T11:28:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,9.48,23.7,1769
2025-07-28,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2025-07-28T11:04:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,8.97,22.3,2112
2025-08-18,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2025-08-18T11:01:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,8.94,21.3,1907
2025-09-22,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2025-09-22T10:10:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,8.27,15.4,1875
2025-11-21,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2025-11-21T11:36:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,8.25,7,1962
2025-12-16,SO-E0004880,"CLIFFE QUARRY, CLIFFE, KENT",572307,175885,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,FRESHWATER - LAKES/PONDS/RESERVOIRS,2025-12-16T11:41:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),POND / LAKE / RESERVOIR WATER,8.18,8.8,1971
2020-01-13,SO-5GWQ0462,"COURTSOLE FARM, POND HILL, CLIFFE, ROCHESTER",573591,176782,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,GROUNDWATER - WELLS & ADITS,2020-01-13T10:48:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),GROUNDWATER,NA,12.5,1214
2021-07-21,SO-5GWQ0462,"COURTSOLE FARM, POND HILL, CLIFFE, ROCHESTER",573591,176782,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,GROUNDWATER - WELLS & ADITS,2021-07-21T09:59:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),GROUNDWATER,NA,13.5,1258
2021-10-14,SO-5GWQ0462,"COURTSOLE FARM, POND HILL, CLIFFE, ROCHESTER",573591,176782,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,GROUNDWATER - WELLS & ADITS,2021-10-14T10:16:00Z,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),GROUNDWATER,NA,12.9,1227
2023-09-13,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2023-09-13T14:11:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.37,19.3,NA
2023-10-13,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2023-10-13T11:07:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,6.99,17,NA
2023-11-03,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2023-11-03T11:20:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.26,11.4,NA
2023-12-04,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2023-12-04T11:10:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.43,5.8,NA
2024-01-04,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2024-01-04T10:46:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.4,8.6,NA
2024-02-01,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2024-02-01T10:09:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.52,7,NA
2024-03-06,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2024-03-06T09:41:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.29,8.2,NA
2025-04-23,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2025-04-23T10:21:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.57,12.1,NA
2025-05-12,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2025-05-12T12:51:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.61,18.8,NA
2025-06-19,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2025-06-19T09:14:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.59,18.9,NA
2025-07-03,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2025-07-03T09:17:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.43,15.2,NA
2025-08-08,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2025-08-08T10:57:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.39,17.4,NA
2025-09-11,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2025-09-11T11:59:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.43,16.2,NA
2025-10-06,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2025-10-06T10:55:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.44,12.8,NA
2025-11-18,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2025-11-18T09:59:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.46,6.9,NA
2025-12-04,SO-E0007331,DOWNSTREAM KINGSNORTH INDUSTRIAL,581238,173438,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",2025-12-04T10:45:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),RIVER / RUNNING SURFACE WATER,7.6,7.7,NA
2023-07-03,SO-E0007313,SIMMONDS HOLE BH - GROUNDWATER QUALITY,573518,175506,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,GROUNDWATER - BOREHOLE,2023-07-03T11:50:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),GROUNDWATER,6.98,13.5,1168
2023-12-12,SO-E0007313,SIMMONDS HOLE BH - GROUNDWATER QUALITY,573518,175506,Southern,SOUTHERN - KENT AND SOUTH LONDON,L&W KENT AND SOUTH LONDON (SO),OPEN,GROUNDWATER - BOREHOLE,2023-12-12T12:34:00Z,PLANNED INVESTIGATION (LOCAL MONITORING),GROUNDWATER,6.95,11.4,1198
