Date,samplingPoint.notation,samplingPoint.prefLabel,samplingPoint.easting,samplingPoint.northing,samplingPoint.region,samplingPoint.area,samplingPoint.subArea,samplingPoint.samplingPointStatus,samplingPoint.samplingPointType,phenomenonTime,samplingPurpose,sampleMaterialType,pH Water,Temp Water,Cond @ 25C
2024-10-29,SW-RSN0237,RSN0237 DOCKENS WATER U/S LINWOOD NATURE RESERVE,418096,109822,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2024-10-29T09:56:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,6.59,12.2,85
2024-12-17,SW-RSN0237,RSN0237 DOCKENS WATER U/S LINWOOD NATURE RESERVE,418096,109822,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2024-12-17T14:38:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.3,8.9,92
2021-01-21,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-01-21T10:13:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.36,6.9,225
2021-02-09,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-02-09T10:07:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.57,2.7,231
2021-03-15,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-03-15T10:25:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.51,8.5,248
2021-04-28,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-04-28T10:27:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.64,10.4,263
2021-05-12,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-05-12T10:16:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.67,11.8,258
2021-08-02,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-08-02T11:03:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.58,16.9,244
2021-08-17,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-08-17T09:48:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.63,15.3,260
2021-09-06,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-09-06T10:14:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.49,16.1,254
2021-10-11,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-10-11T09:57:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.91,11.6,253
2021-11-02,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-11-02T09:35:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.7,9.3,250
2021-12-01,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-12-01T12:36:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.34,7,260
2025-01-14,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-01-14T09:03:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.5,4.1,251
2025-02-07,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-02-07T08:40:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.5,4.7,249
2025-03-03,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-03-03T09:29:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.7,3.8,252
2025-04-10,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-04-10T09:45:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.7,7.7,257
2025-06-06,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-06-06T08:46:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.8,13,266
2025-07-28,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-07-28T10:22:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.71,15.4,263
2025-08-26,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-08-26T09:35:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.74,15.2,250
2025-09-29,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-09-29T10:29:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.66,10.9,274
2025-10-15,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-10-15T09:41:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.65,11.7,283
2025-11-28,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-11-28T09:50:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,6.98,8.4,291
2025-12-16,SW-RSN0429,RSN0429 MUDE AT HARROW FARM,419596,97322,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-12-16T09:25:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.17,9.5,227
2021-01-19,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-01-19T12:04:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.07,8.9,559
2021-02-05,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-02-05T11:02:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.1,8.6,550
2021-03-24,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-03-24T10:20:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.28,9.2,565
2021-04-08,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-04-08T09:46:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.24,7.8,566
2021-05-20,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-05-20T10:37:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8,13,546
2021-06-23,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-06-23T11:38:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.19,14.8,549
2021-07-08,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-07-08T12:44:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.14,16.9,563
2021-10-26,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-10-26T09:47:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.02,11.3,561
2021-11-18,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-11-18T10:44:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.19,9.8,578
2021-12-06,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-12-06T09:49:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.03,6.3,579
2025-02-24,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-02-24T13:08:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.11,10.5,507
2025-03-14,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-03-14T11:19:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.19,7.8,575
2025-04-22,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-04-22T12:27:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.31,12.4,557
2025-05-23,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-05-23T09:00:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.16,14.1,551
2025-06-27,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-06-27T08:42:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.26,18.3,609
2025-07-29,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-07-29T10:17:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.12,17.2,564
2025-08-11,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-08-11T10:19:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.43,17.9,567
2025-09-26,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-09-26T15:28:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.28,12.3,571
2025-10-13,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-10-13T10:58:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8,12.3,581
2025-11-07,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-11-07T09:20:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.87,12.7,583
2025-12-03,SW-RSN0493,"RSN0493 D/S A338 ROADBRIDGE, FORDINGBRIDGE",415029,114348,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-12-03T11:38:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.97,9.1,540
2021-02-09,SW-RSN0685,RSN0685 MUDE TRIB AT THORNEY HILL,420271,99614,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-02-09T10:29:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.52,3.9,303
2021-02-23,SW-RSN0685,RSN0685 MUDE TRIB AT THORNEY HILL,420271,99614,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-02-23T10:15:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.52,8,302
2021-03-01,SW-RSN0685,RSN0685 MUDE TRIB AT THORNEY HILL,420271,99614,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-03-01T10:18:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.67,7.1,301
2021-04-15,SW-RSN0685,RSN0685 MUDE TRIB AT THORNEY HILL,420271,99614,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-04-15T14:27:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.88,9.2,293
2021-05-12,SW-RSN0685,RSN0685 MUDE TRIB AT THORNEY HILL,420271,99614,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-05-12T10:39:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.58,11.3,301
2021-06-08,SW-RSN0685,RSN0685 MUDE TRIB AT THORNEY HILL,420271,99614,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-06-08T10:41:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.28,13.2,278
2021-07-07,SW-RSN0685,RSN0685 MUDE TRIB AT THORNEY HILL,420271,99614,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-07-07T10:41:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.69,15.3,325
2021-08-02,SW-RSN0685,RSN0685 MUDE TRIB AT THORNEY HILL,420271,99614,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-08-02T11:28:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.66,16,300
2021-09-22,SW-RSN0685,RSN0685 MUDE TRIB AT THORNEY HILL,420271,99614,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-09-22T14:30:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8,15,276
2021-10-11,SW-RSN0685,RSN0685 MUDE TRIB AT THORNEY HILL,420271,99614,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-10-11T10:21:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.77,11.5,290
2021-11-02,SW-RSN0685,RSN0685 MUDE TRIB AT THORNEY HILL,420271,99614,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-11-02T10:02:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.6,9.6,336
2021-12-01,SW-RSN0685,RSN0685 MUDE TRIB AT THORNEY HILL,420271,99614,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-12-01T12:02:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.48,8.7,312
2021-01-19,SW-RSN1781,RSN1781 BISTERNE STREAM AT NORTH END,414554,99690,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-01-19T10:25:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.13,8.8,307
2021-02-03,SW-RSN1781,RSN1781 BISTERNE STREAM AT NORTH END,414554,99690,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-02-03T10:18:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,6.92,8,197
2021-03-15,SW-RSN1781,RSN1781 BISTERNE STREAM AT NORTH END,414554,99690,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-03-15T13:11:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.18,9.7,199
2021-04-29,SW-RSN1781,RSN1781 BISTERNE STREAM AT NORTH END,414554,99690,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-04-29T10:12:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.12,9.1,225
2021-05-12,SW-RSN1781,RSN1781 BISTERNE STREAM AT NORTH END,414554,99690,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-05-12T11:34:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.34,13.3,200
2021-06-04,SW-RSN1781,RSN1781 BISTERNE STREAM AT NORTH END,414554,99690,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-06-04T10:13:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.75,13.5,219
2021-10-01,SW-RSN1781,RSN1781 BISTERNE STREAM AT NORTH END,414554,99690,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-10-01T12:58:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,6.78,14.9,188
2021-11-12,SW-RSN1781,RSN1781 BISTERNE STREAM AT NORTH END,414554,99690,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-11-12T12:02:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.7,11.2,103
2021-12-01,SW-RSN1781,RSN1781 BISTERNE STREAM AT NORTH END,414554,99690,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-12-01T11:19:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,6.86,7.8,198
2021-01-19,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-01-19T11:20:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.99,8.8,544
2021-02-05,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-02-05T10:23:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.02,8.4,529
2021-03-09,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-03-09T11:39:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.2,8.4,568
2021-04-28,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-04-28T12:54:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.21,11.6,546
2021-05-12,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-05-12T13:05:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.2,14.3,552
2021-06-08,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-06-08T11:50:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.15,16.5,553
2021-07-08,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-07-08T12:09:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.03,16.8,565
2021-08-17,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-08-17T11:46:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8,16.8,569
2021-09-22,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-09-22T11:08:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.05,14.6,569
2021-10-18,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-10-18T13:44:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,7.95,12.5,576
2021-11-05,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-11-05T12:04:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.12,8.3,562
2021-12-02,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2021-12-02T13:46:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.17,7.2,567
2022-01-06,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2022-01-06T10:33:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.2,5.2,572
2022-02-07,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2022-02-07T11:25:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.1,7.9,562
2022-03-23,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2022-03-23T13:46:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.09,12,562
2022-04-19,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2022-04-19T13:02:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.42,12.9,542
2022-06-06,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2022-06-06T10:47:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.31,15.3,628
2022-07-08,SW-RSN1813,RSN1813 HAMPSHIRE AVON D/S BICKTON,414639,111588,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2022-07-08T15:16:00Z,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,8.29,19.7,552
